insee_com,lib_com,niveau_ruralite
63111,Clémensat, Les ruralités résidentielles aisées
63112,Clerlande, Les ruralités résidentielles aisées
63113,Clermont-Ferrand, Hors champ : DOM ou commune urbaine
63114,Collanges, Les petites polarités mixtes
63115,Combrailles, Les ruralités productives agricoles
63116,Combronde, Les petites polarités industrielles et artisanales
63117,Compains, Les ruralités productives agricoles
63118,Condat-en-Combraille, Les ruralités productives agricoles
63119,Condat-lès-Montboissier, Les ruralités productives agricoles
63120,Corent, Hors champ : DOM ou commune urbaine
63121,Coudes, Les petites polarités mixtes
63122,Courgoul, Les ruralités productives ouvrières
63123,Cournols, Les ruralités résidentielles aisées
63124,Cournon-d'Auvergne, Hors champ : DOM ou commune urbaine
63125,Courpière, Les petites polarités industrielles et artisanales
63126,Le Crest, Les ruralités résidentielles mixtes
63128,Crevant-Laveine, Les ruralités résidentielles mixtes
63129,Cros, Les ruralités touristiques à dominante résidentielle
63130,La Crouzille, Les ruralités productives agricoles
63131,Culhat, Les ruralités résidentielles mixtes
63132,Cunlhat, Les petites polarités mixtes
63134,Dauzat-sur-Vodable, Les ruralités productives agricoles
63135,Davayat, Les ruralités résidentielles aisées
63136,Domaize, Les ruralités productives agricoles
63137,Doranges, Les ruralités productives agricoles
63138,Dorat, Les ruralités productives ouvrières
63139,Dore-l'Église, Les ruralités productives agricoles
63140,Durmignat, Les ruralités touristiques à dominante résidentielle
63141,Durtol, Hors champ : DOM ou commune urbaine
63142,Échandelys, Les ruralités productives agricoles
63143,Effiat, Les ruralités résidentielles mixtes
63144,Égliseneuve-d'Entraigues, Les ruralités productives agricoles
63145,Égliseneuve-des-Liards, Les ruralités productives ouvrières
63146,Égliseneuve-près-Billom, Les ruralités résidentielles mixtes
63147,Églisolles, Les ruralités touristiques spécialisées
63148,Ennezat, Les petites polarités mixtes
63149,Entraigues, Les ruralités résidentielles mixtes
63150,Enval, Hors champ : DOM ou commune urbaine
63151,Escoutoux, Les ruralités résidentielles mixtes
63152,Espinasse, Les ruralités productives agricoles
63153,Espinchal, Les ruralités touristiques à dominante résidentielle
63154,Espirat, Les ruralités résidentielles aisées
63155,Estandeuil, Les ruralités résidentielles aisées
63156,Esteil, Les ruralités productives agricoles
63157,Fayet-le-Château, Les ruralités résidentielles aisées
63158,Fayet-Ronaye, Les ruralités touristiques à dominante résidentielle
63159,Fernoël, Les ruralités productives agricoles
63160,Aulhat-Flat, Les petites polarités mixtes
63161,La Forie, Les ruralités productives ouvrières
63162,Fournols, Les ruralités productives agricoles
63163,Gelles, Les ruralités résidentielles mixtes
63164,Gerzat, Hors champ : DOM ou commune urbaine
63165,Giat, Les petites polarités mixtes
63166,Gignat, Les ruralités productives agricoles
63167,Gimeaux, Les ruralités résidentielles mixtes
63168,Glaine-Montaigut, Les ruralités résidentielles mixtes
63169,La Godivelle, Les ruralités touristiques à dominante résidentielle
63170,La Goutelle, Les ruralités résidentielles mixtes
63171,Gouttières, Les ruralités productives agricoles
63172,Grandeyrolles, Les ruralités productives ouvrières
63173,Grandrif, Les ruralités touristiques spécialisées
63174,Grandval, Les petites polarités mixtes
63175,Herment, Les ruralités productives agricoles
63176,Heume-l'Église, Les ruralités productives agricoles
63177,Isserteaux, Les ruralités résidentielles aisées
63178,Issoire, Hors champ : DOM ou commune urbaine
63179,Job, Les ruralités productives agricoles
63180,Joze, Les ruralités résidentielles mixtes
63181,Jozerand, Les ruralités résidentielles aisées
63182,Jumeaux, Les ruralités productives agricoles
63183,Labessette, Les ruralités touristiques à dominante résidentielle
63184,Lachaux, Les ruralités productives agricoles
63185,Lamontgie, Les petites polarités mixtes
63186,Landogne, Les ruralités productives agricoles
63187,Lapeyrouse, Les ruralités productives agricoles
63188,Laps, Les ruralités résidentielles aisées
63189,Laqueuille, Les ruralités productives agricoles
63190,Larodde, Les ruralités productives agricoles
63191,Lastic, Les ruralités productives agricoles
63192,La Tour-d'Auvergne, Les ruralités touristiques à dominante résidentielle
63193,Lempdes, Hors champ : DOM ou commune urbaine
63194,Lempty, Les ruralités résidentielles aisées
63195,Lezoux, Les petites polarités industrielles et artisanales
63196,Limons, Les ruralités résidentielles mixtes
63197,Lisseuil, Les petites polarités mixtes
63198,Loubeyrat, Les petites polarités mixtes
63199,Ludesse, Les ruralités résidentielles mixtes
63200,Lussat, Les ruralités résidentielles aisées
63201,Luzillat, Les ruralités résidentielles mixtes
63202,Madriat, Les petites polarités industrielles et artisanales
63203,Malauzat, Les ruralités résidentielles aisées
63204,Malintrat, Hors champ : DOM ou commune urbaine
63205,Manglieu, Les ruralités productives ouvrières
63206,Manzat, Les petites polarités mixtes
63207,Marat, Les ruralités touristiques à dominante résidentielle
63208,Marcillat, Les ruralités résidentielles mixtes
63209,Mareugheol, Les ruralités productives agricoles
63210,Maringues, Les petites polarités mixtes
63211,Marsac-en-Livradois, Les petites polarités mixtes
63212,Marsat, Hors champ : DOM ou commune urbaine
63213,Les Martres-d'Artière, Les ruralités résidentielles aisées
63214,Les Martres-de-Veyre, Hors champ : DOM ou commune urbaine
63215,Martres-sur-Morge, Les ruralités résidentielles aisées
63216,Mauzun, Les ruralités résidentielles aisées
63218,Mayres, Les ruralités productives agricoles
63219,Mazaye, Les ruralités productives ouvrières
63220,Mazoires, Les ruralités touristiques à dominante résidentielle
63221,Medeyrolles, Les ruralités touristiques à dominante résidentielle
63222,Meilhaud, Les ruralités productives ouvrières
63223,Menat, Les ruralités productives agricoles
63224,Ménétrol, Hors champ : DOM ou commune urbaine
63225,Messeix, Les ruralités productives agricoles
63226,Mur-sur-Allier, Hors champ : DOM ou commune urbaine
63227,Mirefleurs, Hors champ : DOM ou commune urbaine
63228,Miremont, Les ruralités touristiques à dominante résidentielle
63229,Moissat, Les ruralités résidentielles aisées
63230,Le Monestier, Les ruralités productives ouvrières
63231,La Monnerie-le-Montel, Les petites polarités industrielles et artisanales
63232,Mons, Les ruralités résidentielles aisées
63233,Montaigut-en-Combraille, Les petites polarités industrielles et artisanales
63234,Montaigut-le-Blanc, Les ruralités résidentielles aisées
63235,Montcel, Les ruralités résidentielles aisées
63236,Mont-Dore, Les ruralités touristiques spécialisées
63237,Montel-de-Gelat, Les ruralités productives agricoles
63238,Montfermy, Les ruralités résidentielles mixtes
63239,Montmorin, Les ruralités résidentielles aisées
63240,Montpensier, Les ruralités résidentielles aisées
63241,Montpeyroux, Les petites polarités mixtes
63242,Moriat, Les ruralités productives ouvrières
63243,Moureuille, Les ruralités productives agricoles
63244,Chambaron sur Morge, Les ruralités résidentielles aisées
63245,Mozac, Hors champ : DOM ou commune urbaine
63246,Murat-le-Quaire, Les ruralités touristiques spécialisées
63247,Murol, Les ruralités touristiques à dominante résidentielle
63248,Nébouzat, Les ruralités résidentielles aisées
63249,Néronde-sur-Dore, Les ruralités productives ouvrières
63250,Neschers, Les ruralités productives ouvrières
63251,Neuf-Église, Les ruralités productives agricoles
63252,Neuville, Les ruralités productives ouvrières
63253,Noalhat, Les ruralités productives ouvrières
63254,Nohanent, Hors champ : DOM ou commune urbaine
63255,Nonette-Orsonnette, Les ruralités résidentielles mixtes
63256,Novacelles, Les ruralités productives agricoles
63257,Olby, Les ruralités résidentielles mixtes
63258,Olliergues, Les ruralités productives agricoles
63259,Olloix, Les ruralités productives ouvrières
63260,Olmet, Les ruralités productives agricoles
63261,Orbeil, Les ruralités résidentielles mixtes
63262,Orcet, Hors champ : DOM ou commune urbaine
63263,Orcines, Les ruralités résidentielles aisées
63264,Orcival, Les ruralités productives agricoles
63265,Orléat, Les ruralités résidentielles mixtes
63267,Palladuc, Les ruralités productives ouvrières
63268,Pardines, Les ruralités résidentielles aisées
63269,Parent, Les ruralités résidentielles aisées
63270,Parentignat, Les ruralités résidentielles mixtes
63271,Paslières, Les petites polarités mixtes
63272,Pérignat-lès-Sarliève, Hors champ : DOM ou commune urbaine
63273,Pérignat-sur-Allier, Les petites polarités mixtes
63274,Perpezat, Les ruralités productives agricoles
63275,Perrier, Hors champ : DOM ou commune urbaine
63276,Peschadoires, Les ruralités résidentielles aisées
63277,Peslières, Les ruralités touristiques spécialisées
63278,Pessat-Villeneuve, Les ruralités résidentielles aisées
63279,Picherande, Les ruralités touristiques à dominante résidentielle
63280,Pignols, Les ruralités résidentielles aisées
63281,Pionsat, Les petites polarités mixtes
63282,Plauzat, Les ruralités résidentielles aisées
63283,Pontaumur, Les petites polarités mixtes
63284,Pont-du-Château, Hors champ : DOM ou commune urbaine
63285,Pontgibaud, Les petites polarités mixtes
63286,Pouzol, Les ruralités productives ouvrières
63287,Les Pradeaux, Les ruralités touristiques à dominante résidentielle
63288,Prompsat, Les ruralités résidentielles mixtes
63289,Prondines, Les ruralités productives ouvrières
63290,Pulvérières, Les ruralités résidentielles aisées
63291,Puy-Guillaume, Les petites polarités industrielles et artisanales
63292,Puy-Saint-Gulmier, Les ruralités productives agricoles
63293,Le Quartier, Les ruralités productives agricoles
63294,Queuille, Les ruralités productives ouvrières
63295,Randan, Les ruralités productives agricoles
63296,Ravel, Les ruralités résidentielles mixtes
63297,Reignat, Les ruralités résidentielles aisées
63298,La Renaudie, Les ruralités productives agricoles
63299,Rentières, Les ruralités productives ouvrières
63300,Riom, Hors champ : DOM ou commune urbaine
63301,Ris, Les ruralités productives ouvrières
63302,La Roche-Blanche, Les ruralités résidentielles aisées
63303,Roche-Charles-la-Mayrand, Les ruralités productives agricoles
63304,Roche-d'Agoux, Les ruralités productives agricoles
63305,Rochefort-Montagne, Les petites polarités industrielles et artisanales
63306,La Roche-Noire, Hors champ : DOM ou commune urbaine
63307,Romagnat, Hors champ : DOM ou commune urbaine
63308,Royat, Hors champ : DOM ou commune urbaine
63309,Saillant, Les ruralités touristiques à dominante résidentielle
63310,Sainte-Agathe, Les ruralités productives agricoles
63311,Saint-Agoulin, Les ruralités résidentielles mixtes
63312,Saint-Alyre-d'Arlanc, Les ruralités productives agricoles
63313,Saint-Alyre-ès-Montagne, Les ruralités touristiques à dominante résidentielle
63314,Saint-Amant-Roche-Savine, Les ruralités productives agricoles
63315,Saint-Amant-Tallende, Les petites polarités mixtes
63317,Saint-André-le-Coq, Les ruralités résidentielles mixtes
63318,Saint-Angel, Les ruralités productives ouvrières
63319,Saint-Anthème, Les ruralités touristiques spécialisées
63320,Saint-Avit, Les ruralités productives agricoles
63321,Saint-Babel, Les ruralités résidentielles aisées
63322,Saint-Beauzire, Les petites polarités industrielles et artisanales
63323,Saint-Bonnet-le-Bourg, Les ruralités touristiques à dominante résidentielle
63324,Saint-Bonnet-le-Chastel, Les ruralités touristiques spécialisées
63325,Saint-Bonnet-lès-Allier, Hors champ : DOM ou commune urbaine
63326,Saint-Bonnet-près-Orcival, Les ruralités résidentielles aisées
63327,Saint-Bonnet-près-Riom, Hors champ : DOM ou commune urbaine
63328,Sainte-Catherine, Les ruralités touristiques spécialisées
63329,Sainte-Christine, Les ruralités productives agricoles
63331,Saint-Clément-de-Valorgue, Les ruralités touristiques spécialisées
63332,Saint-Clément-de-Régnat, Les ruralités résidentielles aisées
63333,Saint-Denis-Combarnazat, Les ruralités résidentielles mixtes
63334,Saint-Dier-d'Auvergne, Les ruralités productives agricoles
63335,Saint-Diéry, Les ruralités résidentielles aisées
63336,Saint-Donat, Les ruralités touristiques à dominante résidentielle
63337,Saint-Éloy-la-Glacière, Les ruralités touristiques à dominante résidentielle
63338,Saint-Éloy-les-Mines, Les petites polarités industrielles et artisanales
63339,Saint-Étienne-des-Champs, Les ruralités productives agricoles
63340,Saint-Étienne-sur-Usson, Les ruralités touristiques à dominante résidentielle
63341,Saint-Ferréol-des-Côtes, Les ruralités productives agricoles
63342,Saint-Floret, Les ruralités productives agricoles
63343,Saint-Flour-l'Étang, Les petites polarités mixtes
63344,Saint-Gal-sur-Sioule, Les ruralités productives agricoles
63345,Saint-Genès-Champanelle, Les ruralités résidentielles aisées
63346,Saint-Genès-Champespe, Les ruralités productives agricoles
63347,Saint-Genès-du-Retz, Les ruralités productives agricoles
63348,Saint-Genès-la-Tourette, Les ruralités productives agricoles
63349,Saint-Georges-de-Mons, Les petites polarités industrielles et artisanales
63350,Saint-Georges-sur-Allier, Les ruralités résidentielles aisées
63351,Saint-Germain-près-Herment, Les ruralités productives agricoles
63352,Saint-Germain-Lembron, Les petites polarités mixtes
63353,Saint-Germain-l'Herm, Les ruralités productives agricoles
63354,Saint-Gervais-d'Auvergne, Les ruralités productives agricoles
63355,Saint-Gervais-sous-Meymont, Les ruralités productives agricoles
63356,Saint-Gervazy, Les petites polarités industrielles et artisanales
63357,Saint-Hérent, Les ruralités productives agricoles
63358,Saint-Hilaire-la-Croix, Les ruralités productives ouvrières
63359,Saint-Hilaire-les-Monges, Les ruralités productives agricoles
63360,Saint-Hilaire, Les ruralités productives agricoles
63362,Saint-Ignat, Les ruralités résidentielles aisées
63363,Saint-Jacques-d'Ambur, Les ruralités productives agricoles
63364,Saint-Jean-d'Heurs, Les ruralités résidentielles mixtes
63365,Saint-Jean-des-Ollières, Les ruralités productives agricoles
63366,Saint-Jean-en-Val, Les ruralités résidentielles mixtes
63367,Saint-Jean-Saint-Gervais, Les petites polarités mixtes
63368,Saint-Julien-de-Coppel, Les ruralités résidentielles aisées
63369,Saint-Julien-la-Geneste, Les ruralités productives agricoles
63370,Saint-Julien-Puy-Lavèze, Les ruralités productives ouvrières
63371,Saint-Just, Les ruralités touristiques à dominante résidentielle
63372,Saint-Laure, Les ruralités résidentielles aisées
63373,Saint-Maigner, Les ruralités productives agricoles
63374,Saint-Martin-des-Olmes, Les ruralités productives ouvrières
63375,Saint-Martin-des-Plains, Les ruralités résidentielles mixtes
63376,Saint-Martin-d'Ollières, Les petites polarités mixtes
63377,Saint-Maurice-près-Pionsat, Les ruralités productives agricoles
63378,Saint-Maurice, Les ruralités résidentielles mixtes
63379,Saint-Myon, Les ruralités résidentielles aisées
63380,Saint-Nectaire, Les ruralités touristiques à dominante résidentielle
63381,Saint-Ours, Les ruralités résidentielles aisées
63382,Saint-Pardoux, Les ruralités productives agricoles
63383,Saint-Pierre-Colamine, Les ruralités productives agricoles
63384,Saint-Pierre-la-Bourlhonne, Les ruralités touristiques à dominante résidentielle
63385,Saint-Pierre-le-Chastel, Les ruralités résidentielles aisées
63386,Saint-Pierre-Roche, Les ruralités productives ouvrières
63387,Saint-Priest-Bramefant, Les ruralités résidentielles mixtes
63388,Saint-Priest-des-Champs, Les ruralités productives agricoles
63389,Saint-Quentin-sur-Sauxillanges, Les ruralités résidentielles aisées
63390,Saint-Quintin-sur-Sioule, Les ruralités productives ouvrières
63391,Saint-Rémy-de-Blot, Les petites polarités mixtes
63392,Saint-Rémy-de-Chargnat, Les ruralités productives ouvrières
63393,Saint-Rémy-sur-Durolle, Les ruralités touristiques à dominante résidentielle
63394,Saint-Romain, Les ruralités touristiques à dominante résidentielle
63395,Saint-Sandoux, Les ruralités résidentielles mixtes
63396,Saint-Saturnin, Les ruralités résidentielles aisées
63397,Saint-Sauves-d'Auvergne, Les ruralités touristiques spécialisées
63398,Saint-Sauveur-la-Sagne, Les ruralités productives agricoles
63399,Saint-Sulpice, Les ruralités productives agricoles
63400,Saint-Sylvestre-Pragoulin, Les ruralités productives ouvrières
63401,Saint-Victor-la-Rivière, Les ruralités touristiques à dominante résidentielle
63402,Saint-Victor-Montvianeix, Les ruralités productives agricoles
63403,Saint-Vincent, Les ruralités résidentielles mixtes
63404,Saint-Yvoine, Les ruralités résidentielles aisées
63405,Sallèdes, Les ruralités productives ouvrières
63406,Sardon, Les ruralités productives ouvrières
63407,Saulzet-le-Froid, Les ruralités productives ouvrières
63408,Sauret-Besserve, Les ruralités productives agricoles
63409,Saurier, Les ruralités productives ouvrières
63410,Sauvagnat, Les ruralités productives agricoles
63411,Sauvagnat-Sainte-Marthe, Les ruralités productives ouvrières
63412,Sauvessanges, Les ruralités productives agricoles
63413,La Sauvetat, Les ruralités résidentielles aisées
63414,Sauviat, Les ruralités productives ouvrières
63415,Sauxillanges, Les ruralités résidentielles mixtes
63416,Savennes, Les ruralités productives agricoles
63417,Sayat, Hors champ : DOM ou commune urbaine
63418,Sermentizon, Les petites polarités mixtes
63419,Servant, Les petites polarités mixtes
63420,Seychalles, Les ruralités résidentielles aisées
63421,Singles, Les ruralités touristiques à dominante résidentielle
63422,Solignat, Les ruralités résidentielles mixtes
63423,Sugères, Les ruralités productives ouvrières
63424,Surat, Les ruralités productives ouvrières
63425,Tallende, Les ruralités résidentielles mixtes
63426,Tauves, Les ruralités productives agricoles
63427,Teilhède, Les petites polarités industrielles et artisanales
63428,Teilhet, Les ruralités productives agricoles
63429,Ternant-les-Eaux, Les ruralités productives ouvrières
63430,Thiers, Hors champ : DOM ou commune urbaine
63431,Thiolières, Les ruralités résidentielles mixtes
63432,Thuret, Les ruralités résidentielles aisées
63433,Tortebesse, Les ruralités productives agricoles
63434,Tours-sur-Meymont, Les ruralités productives agricoles
63435,Tourzel-Ronzières, Les ruralités productives agricoles
63436,Tralaigues, Les ruralités productives agricoles
63437,Trémouille-Saint-Loup, Les ruralités productives agricoles
63438,Trézioux, Les ruralités résidentielles aisées
63439,Usson, Les ruralités résidentielles aisées
63440,Valbeleix, Les ruralités productives ouvrières
63441,Valcivières, Les ruralités touristiques spécialisées
63442,Valz-sous-Châteauneuf, Les ruralités productives agricoles
63443,Varennes-sur-Morge, Les ruralités résidentielles aisées
63444,Varennes-sur-Usson, Les ruralités résidentielles aisées
63445,Vassel, Les ruralités résidentielles aisées
63446,Vensat, Les ruralités résidentielles mixtes
63447,Vergheas, Les ruralités productives agricoles
63448,Le Vernet-Chaméane, Les ruralités touristiques à dominante résidentielle
63449,Le Vernet-Sainte-Marguerite, Les ruralités résidentielles aisées
63450,Verneugheol, Les ruralités productives agricoles
63451,Vernines, Les ruralités résidentielles aisées
63452,Verrières, Les ruralités résidentielles aisées
63453,Vertaizon, Hors champ : DOM ou commune urbaine
63454,Vertolaye, Les petites polarités industrielles et artisanales
63455,Veyre-Monton, Hors champ : DOM ou commune urbaine
63456,Vichel, Les ruralités résidentielles aisées
63457,Vic-le-Comte, Les ruralités résidentielles aisées
63458,Villeneuve, Les ruralités productives ouvrières
63459,Villeneuve-les-Cerfs, Les ruralités productives ouvrières
63460,Villossanges, Les petites polarités industrielles et artisanales
63461,Vinzelles, Les ruralités productives ouvrières
63462,Virlet, Les petites polarités mixtes
63463,Viscomtat, Les ruralités productives agricoles
63464,Vitrac, Les ruralités productives ouvrières
63465,Viverols, Les ruralités productives agricoles
63466,Vodable, Les ruralités résidentielles mixtes
63467,Voingt, Les ruralités touristiques à dominante résidentielle
63468,Vollore-Montagne, Les ruralités touristiques à dominante résidentielle
63469,Vollore-Ville, Les petites polarités mixtes
63470,Volvic, Hors champ : DOM ou commune urbaine
63471,Youx, Les ruralités productives agricoles
63472,Yronde-et-Buron, Les ruralités résidentielles mixtes
63473,Yssac-la-Tourette, Hors champ : DOM ou commune urbaine
64001,Aast, Les ruralités résidentielles aisées
64002,Abère, Les ruralités productives agricoles
64003,Abidos, Les petites polarités industrielles et artisanales
64004,Abitain, Les ruralités productives agricoles
64005,Abos, Les ruralités résidentielles aisées
64006,Accous, Les ruralités touristiques spécialisées
64007,Agnos, Les ruralités résidentielles aisées
64008,Ahaxe-Alciette-Bascassan, Les ruralités productives agricoles
64009,Ahetze, Les ruralités résidentielles aisées
64010,Aïcirits-Camou-Suhast, Les petites polarités industrielles et artisanales
64011,Aincille, Les ruralités productives agricoles
64012,Ainharp, Les ruralités productives agricoles
64013,Ainhice-Mongelos, Les ruralités productives agricoles
64014,Ainhoa, Les ruralités résidentielles mixtes
64015,Alçay-Alçabéhéty-Sunharette, Les ruralités touristiques à dominante résidentielle
64016,Aldudes, Les ruralités touristiques à dominante résidentielle
64017,Alos-Sibas-Abense, Les ruralités touristiques à dominante résidentielle
64018,Amendeuix-Oneix, Les ruralités résidentielles aisées
64019,Amorots-Succos, Les petites polarités mixtes
64021,Andoins, Les ruralités résidentielles aisées
64022,Andrein, Les ruralités productives agricoles
64023,Angaïs, Hors champ : DOM ou commune urbaine
64024,Anglet, Hors champ : DOM ou commune urbaine
64025,Angous, Les ruralités productives agricoles
64026,Anhaux, Les ruralités résidentielles aisées
64027,Anos, Les ruralités résidentielles mixtes
64028,Anoye, Les ruralités résidentielles mixtes
64029,Aramits, Les petites polarités mixtes
64031,Arancou, Les ruralités résidentielles aisées
64032,Araujuzon, Les ruralités productives agricoles
64033,Araux, Les ruralités touristiques à dominante résidentielle
64034,Arbérats-Sillègue, Les petites polarités industrielles et artisanales
64035,Arbonne, Hors champ : DOM ou commune urbaine
64036,Arbouet-Sussaute, Les ruralités touristiques à dominante résidentielle
64037,Arbus, Les ruralités résidentielles aisées
64038,Arcangues, Hors champ : DOM ou commune urbaine
64039,Aren, Les ruralités productives ouvrières
64040,Arette, Les ruralités touristiques spécialisées
64041,Aressy, Hors champ : DOM ou commune urbaine
64042,Argagnon, Les ruralités résidentielles mixtes
64043,Argelos, Les ruralités résidentielles aisées
64044,Arget, Les ruralités productives agricoles
64045,Arhansus, Les ruralités productives agricoles
64046,Armendarits, Les ruralités productives agricoles
64047,Arnéguy, Les ruralités touristiques à dominante résidentielle
64048,Arnos, Les ruralités résidentielles aisées
64049,Aroue-Ithorots-Olhaïby, Les ruralités productives agricoles
64050,Arrast-Larrebieu, Les ruralités productives agricoles
64051,Arraute-Charritte, Les ruralités productives agricoles
64052,Arricau-Bordes, Les petites polarités mixtes
64053,Arrien, Les ruralités résidentielles aisées
64054,Arros-de-Nay, Les ruralités résidentielles mixtes
64056,Arrosès, Les ruralités productives agricoles
64057,Arthez-de-Béarn, Les petites polarités industrielles et artisanales
64058,Arthez-d'Asson, Les ruralités productives agricoles
64059,Artigueloutan, Hors champ : DOM ou commune urbaine
64060,Artiguelouve, Les ruralités résidentielles aisées
64061,Artix, Les petites polarités industrielles et artisanales
64062,Arudy, Les petites polarités industrielles et artisanales
64063,Arzacq-Arraziguet, Les petites polarités mixtes
64064,Asasp-Arros, Les ruralités productives agricoles
64065,Ascain, Les ruralités touristiques spécialisées
64066,Ascarat, Les ruralités touristiques à dominante résidentielle
64067,Assat, Hors champ : DOM ou commune urbaine
64068,Asson, Les petites polarités mixtes
64069,Aste-Béon, Les ruralités touristiques à dominante résidentielle
64070,Astis, Les ruralités résidentielles mixtes
64071,Athos-Aspis, Les ruralités productives agricoles
64072,Aubertin, Les ruralités résidentielles mixtes
64073,Aubin, Les ruralités productives ouvrières
64074,Aubous, Les ruralités productives agricoles
64075,Audaux, Les ruralités résidentielles mixtes
64077,Auga, Les ruralités résidentielles mixtes
64078,Auriac, Les petites polarités mixtes
64079,Aurions-Idernes, Les ruralités productives agricoles
64080,Aussevielle, Hors champ : DOM ou commune urbaine
64081,Aussurucq, Les ruralités touristiques à dominante résidentielle
64082,Auterrive, Les ruralités productives agricoles
64083,Autevielle-Saint-Martin-Bideren, Les ruralités productives ouvrières
64084,Aydie, Les ruralités productives agricoles
64085,Aydius, Les ruralités touristiques spécialisées
64086,Ayherre, Les ruralités résidentielles aisées
64087,Baigts-de-Béarn, Les petites polarités industrielles et artisanales
64088,Balansun, Les ruralités résidentielles aisées
64089,Baleix, Les ruralités productives ouvrières
64090,Baliracq-Maumusson, Les petites polarités mixtes
64091,Baliros, Hors champ : DOM ou commune urbaine
64092,Banca, Les ruralités touristiques à dominante résidentielle
64093,Barcus, Les ruralités productives agricoles
64094,Bardos, Les petites polarités mixtes
64095,Barinque, Les ruralités résidentielles mixtes
64096,Barraute-Camu, Les ruralités productives ouvrières
64097,Barzun, Les ruralités résidentielles mixtes
64098,Bassillon-Vauzé, Les ruralités productives agricoles
64099,Bastanès, Les ruralités productives agricoles
64100,Bassussarry, Hors champ : DOM ou commune urbaine
64101,Baudreix, Les petites polarités mixtes
64102,Bayonne, Hors champ : DOM ou commune urbaine
64103,Bédeille, Les ruralités résidentielles aisées
64104,Bedous, Les ruralités touristiques à dominante résidentielle
64105,Béguios, Les ruralités productives agricoles
64106,Béhasque-Lapiste, Les ruralités résidentielles aisées
64107,Béhorléguy, Les ruralités touristiques à dominante résidentielle
64108,Bellocq, Les ruralités résidentielles aisées
64109,Bénéjacq, Hors champ : DOM ou commune urbaine
64110,Béost, Les ruralités touristiques spécialisées
64111,Bentayou-Sérée, Les petites polarités mixtes
64112,Bérenx, Les ruralités productives agricoles
64113,Bergouey-Viellenave, Les ruralités productives agricoles
64114,Bernadets, Les ruralités résidentielles aisées
64115,Berrogain-Laruns, Les petites polarités mixtes
64116,Bescat, Les ruralités productives ouvrières
64117,Bésingrand, Les ruralités résidentielles aisées
64118,Bétracq, Les ruralités productives agricoles
64119,Beuste, Les ruralités résidentielles aisées
64120,Beyrie-sur-Joyeuse, Les ruralités productives ouvrières
64121,Beyrie-en-Béarn, Les ruralités résidentielles aisées
64122,Biarritz, Hors champ : DOM ou commune urbaine
64123,Bidache, Les petites polarités mixtes
64124,Bidarray, Les ruralités résidentielles mixtes
64125,Bidart, Hors champ : DOM ou commune urbaine
64126,Bidos, Hors champ : DOM ou commune urbaine
64127,Bielle, Les ruralités touristiques à dominante résidentielle
64128,Bilhères, Les ruralités touristiques spécialisées
64129,Billère, Hors champ : DOM ou commune urbaine
64130,Biriatou, Hors champ : DOM ou commune urbaine
64131,Biron, Les petites polarités mixtes
64132,Bizanos, Hors champ : DOM ou commune urbaine
64133,Boeil-Bezing, Hors champ : DOM ou commune urbaine
64134,Bonloc, Les petites polarités industrielles et artisanales
64135,Bonnut, Les ruralités résidentielles aisées
64136,Borce, Les ruralités touristiques spécialisées
64137,Bordères, Hors champ : DOM ou commune urbaine
64138,Bordes, Hors champ : DOM ou commune urbaine
64139,Bosdarros, Les ruralités résidentielles mixtes
64140,Boucau, Hors champ : DOM ou commune urbaine
64141,Boueilh-Boueilho-Lasque, Les ruralités productives ouvrières
64142,Bougarber, Les ruralités résidentielles aisées
64143,Bouillon, Les ruralités résidentielles aisées
64144,Boumourt, Les ruralités résidentielles aisées
64145,Bourdettes, Les ruralités résidentielles aisées
64146,Bournos, Les ruralités résidentielles aisées
64147,Briscous, Les ruralités résidentielles aisées
64148,Bruges-Capbis-Mifaget, Les ruralités productives agricoles
64149,Bugnein, Les ruralités productives ouvrières
64150,Bunus, Les petites polarités industrielles et artisanales
64151,Burgaronne, Les ruralités productives agricoles
64152,Buros, Les ruralités résidentielles aisées
64153,Burosse-Mendousse, Les ruralités productives ouvrières
64154,Bussunarits-Sarrasquette, Les ruralités productives agricoles
64155,Bustince-Iriberry, Les ruralités résidentielles mixtes
64156,Buziet, Les ruralités productives ouvrières
64157,Buzy, Les ruralités productives ouvrières
64158,Cabidos, Les ruralités résidentielles aisées
64159,Cadillon, Les ruralités productives agricoles
64160,Cambo-les-Bains, Hors champ : DOM ou commune urbaine
64161,Came, Les ruralités productives ouvrières
64162,Camou-Cihigue, Les ruralités productives agricoles
64165,Cardesse, Les ruralités productives ouvrières
64166,Caro, Les ruralités productives ouvrières
64167,Carrère, Les ruralités résidentielles mixtes
64168,Carresse-Cassaber, Les petites polarités industrielles et artisanales
64170,Castagnède, Les ruralités productives ouvrières
64171,Casteide-Cami, Les ruralités résidentielles mixtes
64172,Casteide-Candau, Les ruralités résidentielles aisées
64173,Casteide-Doat, Les ruralités résidentielles mixtes
64174,Castéra-Loubix, Les ruralités productives agricoles
64175,Castet, Les ruralités touristiques spécialisées
64176,Castetbon, Les petites polarités mixtes
64177,Castétis, Les ruralités productives ouvrières
64178,Castetnau-Camblong, Les ruralités productives ouvrières
64179,Castetner, Les ruralités productives ouvrières
64180,Castetpugon, Les ruralités productives ouvrières
64181,Castillon (Canton d'Arthez-de-Béarn), Les ruralités résidentielles aisées
