insee_com,lib_com,niveau_densite
66221,Valmanya,Rural à habitat très dispersé
66222,Vernet-les-Bains,Bourgs ruraux
66223,Villefranche-de-Conflent,Rural à habitat dispersé
66224,Villelongue-de-la-Salanque,Bourgs ruraux
66225,Villelongue-dels-Monts,Petites villes
66226,Villemolaque,Bourgs ruraux
66227,Villeneuve-de-la-Raho,Bourgs ruraux
66228,Villeneuve-la-Rivière,Ceintures urbaines
66230,Vinça,Bourgs ruraux
66231,Vingrau,Rural à habitat dispersé
66232,Vira,Rural à habitat très dispersé
66233,Vivès,Rural à habitat dispersé
66234,Le Vivier,Rural à habitat dispersé
67001,Achenheim,Ceintures urbaines
67002,Adamswiller,Rural à habitat dispersé
67003,Albé,Rural à habitat dispersé
67004,Sommerau,Rural à habitat dispersé
67005,Alteckendorf,Rural à habitat dispersé
67006,Altenheim,Rural à habitat dispersé
67008,Altorf,Ceintures urbaines
67009,Altwiller,Rural à habitat dispersé
67010,Andlau,Petites villes
67011,Artolsheim,Bourgs ruraux
67012,Aschbach,Rural à habitat dispersé
67013,Asswiller,Rural à habitat dispersé
67016,Avolsheim,Ceintures urbaines
67017,Baerendorf,Rural à habitat dispersé
67018,Balbronn,Rural à habitat dispersé
67019,Baldenheim,Bourgs ruraux
67020,Barembach,Petites villes
67021,Barr,Petites villes
67022,Bassemberg,Rural à habitat dispersé
67023,Batzendorf,Ceintures urbaines
67025,Beinheim,Bourgs ruraux
67026,Bellefosse,Rural à habitat dispersé
67027,Belmont,Rural à habitat dispersé
67028,Benfeld,Ceintures urbaines
67029,Berg,Rural à habitat dispersé
67030,Bergbieten,Bourgs ruraux
67031,Bernardswiller,Ceintures urbaines
67032,Bernardvillé,Rural à habitat dispersé
67033,Bernolsheim,Bourgs ruraux
67034,Berstett,Bourgs ruraux
67035,Berstheim,Rural à habitat dispersé
67036,Bettwiller,Rural à habitat dispersé
67037,Biblisheim,Bourgs ruraux
67038,Bietlenheim,Rural à habitat dispersé
67039,Bilwisheim,Bourgs ruraux
67040,Bindernheim,Bourgs ruraux
67043,Bischheim,Grands centres urbains
67044,Bischholtz,Rural à habitat dispersé
67045,Bischoffsheim,Ceintures urbaines
67046,Bischwiller,Centres urbains intermédiaires
67047,Bissert,Rural à habitat dispersé
67048,Bitschhoffen,Petites villes
67049,Blaesheim,Bourgs ruraux
67050,Blancherupt,Rural à habitat très dispersé
67051,Blienschwiller,Rural à habitat dispersé
67052,Bœrsch,Ceintures urbaines
67053,Bœsenbiesen,Rural à habitat dispersé
67054,Bolsenheim,Bourgs ruraux
67055,Boofzheim,Bourgs ruraux
67056,Bootzheim,Bourgs ruraux
67057,Bosselshausen,Rural à habitat dispersé
67058,Bossendorf,Rural à habitat dispersé
67059,Bourg-Bruche,Rural à habitat dispersé
67060,Bourgheim,Petites villes
67061,Bouxwiller,Bourgs ruraux
67062,Breitenau,Rural à habitat dispersé
67063,Breitenbach,Rural à habitat dispersé
67065,Breuschwickersheim,Ceintures urbaines
67066,La Broque,Petites villes
67067,Brumath,Centres urbains intermédiaires
67068,Buswiller,Rural à habitat dispersé
67069,Buhl,Bourgs ruraux
67070,Burbach,Rural à habitat dispersé
67071,Bust,Rural à habitat dispersé
67072,Butten,Rural à habitat dispersé
67073,Châtenois,Ceintures urbaines
67074,Cleebourg,Rural à habitat dispersé
67075,Climbach,Rural à habitat dispersé
67076,Colroy-la-Roche,Rural à habitat dispersé
67077,Cosswiller,Bourgs ruraux
67078,Crastatt,Rural à habitat dispersé
67079,Crœttwiller,Rural à habitat dispersé
67080,Dachstein,Ceintures urbaines
67081,Dahlenheim,Bourgs ruraux
67082,Dalhunden,Bourgs ruraux
67083,Dambach,Rural à habitat dispersé
67084,Dambach-la-Ville,Bourgs ruraux
67085,Dangolsheim,Rural à habitat dispersé
67086,Daubensand,Rural à habitat dispersé
67087,Dauendorf,Bourgs ruraux
67088,Dehlingen,Rural à habitat dispersé
67089,Dettwiller,Bourgs ruraux
67090,Diebolsheim,Rural à habitat dispersé
67091,Diedendorf,Rural à habitat dispersé
67092,Dieffenbach-au-Val,Bourgs ruraux
67093,Dieffenbach-lès-Wœrth,Bourgs ruraux
67094,Dieffenthal,Rural à habitat dispersé
67095,Diemeringen,Bourgs ruraux
67096,Dimbsthal,Rural à habitat dispersé
67097,Dingsheim,Ceintures urbaines
67098,Dinsheim-sur-Bruche,Ceintures urbaines
67099,Domfessel,Rural à habitat dispersé
67100,Donnenheim,Bourgs ruraux
67101,Dorlisheim,Centres urbains intermédiaires
67102,Dossenheim-Kochersberg,Rural à habitat dispersé
67103,Dossenheim-sur-Zinsel,Rural à habitat dispersé
67104,Drachenbronn-Birlenbach,Rural à habitat dispersé
67105,Drulingen,Bourgs ruraux
67106,Drusenheim,Petites villes
67107,Duntzenheim,Bourgs ruraux
67108,Duppigheim,Bourgs ruraux
67109,Durningen,Rural à habitat dispersé
67110,Durrenbach,Bourgs ruraux
67111,Durstel,Rural à habitat dispersé
67112,Duttlenheim,Bourgs ruraux
67113,Eberbach-Seltz,Rural à habitat dispersé
67115,Ebersheim,Bourgs ruraux
67116,Ebersmunster,Rural à habitat dispersé
67117,Eckartswiller,Ceintures urbaines
67118,Eckbolsheim,Grands centres urbains
67119,Eckwersheim,Ceintures urbaines
67120,Eichhoffen,Petites villes
67121,Elsenheim,Bourgs ruraux
67122,Wangenbourg-Engenthal,Rural à habitat dispersé
67123,Engwiller,Bourgs ruraux
67124,Entzheim,Bourgs ruraux
67125,Epfig,Bourgs ruraux
67126,Erckartswiller,Rural à habitat dispersé
67127,Ergersheim,Ceintures urbaines
67128,Ernolsheim-Bruche,Ceintures urbaines
67129,Ernolsheim-lès-Saverne,Bourgs ruraux
67130,Erstein,Centres urbains intermédiaires
67131,Eschau,Ceintures urbaines
67132,Eschbach,Rural à habitat dispersé
67133,Eschbourg,Rural à habitat dispersé
67134,Eschwiller,Rural à habitat dispersé
67135,Ettendorf,Bourgs ruraux
67136,Eywiller,Rural à habitat dispersé
67137,Fegersheim,Centres urbains intermédiaires
67138,Fessenheim-le-Bas,Petites villes
67139,Flexbourg,Rural à habitat dispersé
67140,Forstfeld,Bourgs ruraux
67141,Forstheim,Rural à habitat dispersé
67142,Fort-Louis,Rural à habitat dispersé
67143,Fouchy,Bourgs ruraux
67144,Fouday,Rural à habitat dispersé
67145,Friedolsheim,Rural à habitat dispersé
67146,Friesenheim,Rural à habitat dispersé
67147,Frœschwiller,Bourgs ruraux
67148,Frohmuhl,Rural à habitat dispersé
67149,Furchhausen,Bourgs ruraux
67150,Furdenheim,Bourgs ruraux
67151,Gambsheim,Petites villes
67152,Geispolsheim,Bourgs ruraux
67153,Geiswiller-Zœbersdorf,Rural à habitat dispersé
67154,Gerstheim,Bourgs ruraux
67155,Gertwiller,Petites villes
67156,Geudertheim,Bourgs ruraux
67159,Gœrlingen,Rural à habitat dispersé
67160,Gœrsdorf,Bourgs ruraux
67161,Gottenhouse,Ceintures urbaines
67162,Gottesheim,Rural à habitat dispersé
67163,Gougenheim,Rural à habitat dispersé
67164,Goxwiller,Bourgs ruraux
67165,Grandfontaine,Rural à habitat dispersé
67166,Grassendorf,Rural à habitat dispersé
67167,Grendelbruch,Bourgs ruraux
67168,Gresswiller,Ceintures urbaines
67169,Gries,Ceintures urbaines
67172,Griesheim-près-Molsheim,Bourgs ruraux
67173,Griesheim-sur-Souffel,Ceintures urbaines
67174,Gumbrechtshoffen,Petites villes
67176,Gundershoffen,Petites villes
67177,Gunstett,Rural à habitat dispersé
67178,Gungwiller,Rural à habitat dispersé
67179,Haegen,Ceintures urbaines
67180,Haguenau,Centres urbains intermédiaires
67181,Handschuheim,Rural à habitat dispersé
67182,Hangenbieten,Ceintures urbaines
67183,Harskirchen,Bourgs ruraux
67184,Hatten,Bourgs ruraux
67185,Hattmatt,Bourgs ruraux
67186,Hegeney,Bourgs ruraux
67187,Heidolsheim,Rural à habitat dispersé
67188,Heiligenberg,Ceintures urbaines
67189,Heiligenstein,Petites villes
67190,Hengwiller,Rural à habitat dispersé
67191,Herbitzheim,Rural à habitat dispersé
67192,Herbsheim,Bourgs ruraux
67194,Herrlisheim,Petites villes
67195,Hessenheim,Rural à habitat dispersé
67196,Hilsenheim,Bourgs ruraux
67197,Hindisheim,Bourgs ruraux
67198,Hinsbourg,Rural à habitat dispersé
67199,Hinsingen,Rural à habitat dispersé
67200,Hipsheim,Bourgs ruraux
67201,Hirschland,Rural à habitat dispersé
67202,Hochfelden,Petites villes
67203,Hochstett,Rural à habitat dispersé
67204,Hœnheim,Grands centres urbains
67205,Hœrdt,Petites villes
67206,Hoffen,Rural à habitat dispersé
67208,Hohengœft,Rural à habitat dispersé
67209,Hohfrankenheim,Rural à habitat dispersé
67210,Le Hohwald,Rural à habitat dispersé
67212,Holtzheim,Ceintures urbaines
67213,Hunspach,Rural à habitat dispersé
67214,Hurtigheim,Bourgs ruraux
67215,Huttendorf,Bourgs ruraux
67216,Huttenheim,Ceintures urbaines
67217,Ichtratzheim,Rural à habitat dispersé
67218,Illkirch-Graffenstaden,Grands centres urbains
67220,Ingenheim,Rural à habitat dispersé
67221,Ingolsheim,Rural à habitat dispersé
67222,Ingwiller,Bourgs ruraux
67223,Innenheim,Bourgs ruraux
67225,Issenhausen,Rural à habitat dispersé
67226,Ittenheim,Bourgs ruraux
67227,Itterswiller,Rural à habitat dispersé
67228,Neugartheim-Ittlenheim,Rural à habitat dispersé
67229,Jetterswiller,Rural à habitat dispersé
67230,Kaltenhouse,Ceintures urbaines
67231,Kauffenheim,Rural à habitat dispersé
67232,Keffenach,Rural à habitat dispersé
67233,Kertzfeld,Ceintures urbaines
67234,Keskastel,Bourgs ruraux
67235,Kesseldorf,Bourgs ruraux
67236,Kienheim,Bourgs ruraux
67237,Kilstett,Petites villes
67238,Kindwiller,Petites villes
67239,Kintzheim,Ceintures urbaines
67240,Kirchheim,Bourgs ruraux
67241,Kirrberg,Rural à habitat dispersé
67242,Kirrwiller,Rural à habitat dispersé
67244,Kleingœft,Rural à habitat dispersé
67245,Knœrsheim,Rural à habitat dispersé
67246,Kogenheim,Bourgs ruraux
67247,Kolbsheim,Ceintures urbaines
67248,Krautergersheim,Bourgs ruraux
67249,Krautwiller,Rural à habitat dispersé
67250,Kriegsheim,Rural à habitat dispersé
67252,Kurtzenhouse,Ceintures urbaines
67253,Kuttolsheim,Petites villes
67254,Kutzenhausen,Bourgs ruraux
67255,Lalaye,Rural à habitat dispersé
67256,Lampertheim,Ceintures urbaines
67257,Lampertsloch,Rural à habitat dispersé
67258,Landersheim,Rural à habitat dispersé
67259,Langensoultzbach,Bourgs ruraux
67260,Laubach,Rural à habitat dispersé
67261,Lauterbourg,Bourgs ruraux
67263,Lembach,Bourgs ruraux
67264,Leutenheim,Bourgs ruraux
67265,Lichtenberg,Rural à habitat dispersé
67266,Limersheim,Bourgs ruraux
67267,Lingolsheim,Grands centres urbains
67268,Lipsheim,Centres urbains intermédiaires
67269,Littenheim,Rural à habitat dispersé
67270,Lixhausen,Rural à habitat dispersé
67271,Lobsann,Rural à habitat dispersé
67272,Lochwiller,Rural à habitat dispersé
67273,Lohr,Rural à habitat dispersé
67274,Lorentzen,Rural à habitat dispersé
67275,Lupstein,Bourgs ruraux
67276,Lutzelhouse,Bourgs ruraux
67277,Mackenheim,Bourgs ruraux
67278,Mackwiller,Rural à habitat dispersé
67279,Maennolsheim,Rural à habitat dispersé
67280,Maisonsgoutte,Rural à habitat dispersé
67281,Marckolsheim,Bourgs ruraux
67282,Marlenheim,Petites villes
67283,Marmoutier,Bourgs ruraux
67285,Matzenheim,Ceintures urbaines
67286,Meistratzheim,Bourgs ruraux
67287,Melsheim,Bourgs ruraux
67288,Memmelshoffen,Rural à habitat dispersé
67289,Menchhoffen,Bourgs ruraux
67290,Merkwiller-Pechelbronn,Bourgs ruraux
67291,Mertzwiller,Bourgs ruraux
67292,Mietesheim,Bourgs ruraux
67293,Minversheim,Bourgs ruraux
67295,Mittelbergheim,Petites villes
67296,Mittelhausbergen,Centres urbains intermédiaires
67298,Mittelschaeffolsheim,Rural à habitat dispersé
67299,Mollkirch,Rural à habitat dispersé
67300,Molsheim,Centres urbains intermédiaires
67301,Mommenheim,Bourgs ruraux
67302,Monswiller,Ceintures urbaines
67303,Morsbronn-les-Bains,Bourgs ruraux
67304,Morschwiller,Rural à habitat dispersé
67305,Mothern,Bourgs ruraux
67306,Muhlbach-sur-Bruche,Bourgs ruraux
67307,Mulhausen,Rural à habitat dispersé
67308,Munchhausen,Bourgs ruraux
67309,Mundolsheim,Ceintures urbaines
67310,Mussig,Bourgs ruraux
67311,Muttersholtz,Bourgs ruraux
67312,Mutzenhouse,Petites villes
67313,Mutzig,Ceintures urbaines
67314,Natzwiller,Rural à habitat dispersé
67315,Neewiller-près-Lauterbourg,Rural à habitat dispersé
67317,Neubois,Bourgs ruraux
67319,Neuhaeusel,Rural à habitat dispersé
67320,Neuve-Église,Bourgs ruraux
67321,Neuviller-la-Roche,Rural à habitat dispersé
67322,Neuwiller-lès-Saverne,Bourgs ruraux
67324,Niederbronn-les-Bains,Bourgs ruraux
67325,Niederhaslach,Bourgs ruraux
67326,Niederhausbergen,Ceintures urbaines
67327,Niederlauterbach,Bourgs ruraux
67328,Niedermodern,Petites villes
67329,Niedernai,Ceintures urbaines
67330,Niederrœdern,Rural à habitat dispersé
67331,Niederschaeffolsheim,Bourgs ruraux
67333,Niedersoultzbach,Rural à habitat dispersé
67334,Niedersteinbach,Rural à habitat dispersé
67335,Nordheim,Petites villes
67336,Nordhouse,Bourgs ruraux
67337,Nothalten,Rural à habitat dispersé
67338,Obenheim,Bourgs ruraux
67339,Betschdorf,Bourgs ruraux
67340,Oberbronn,Bourgs ruraux
67341,Oberdorf-Spachbach,Rural à habitat dispersé
67342,Oberhaslach,Bourgs ruraux
67343,Oberhausbergen,Centres urbains intermédiaires
67344,Oberhoffen-lès-Wissembourg,Bourgs ruraux
67345,Oberhoffen-sur-Moder,Ceintures urbaines
67346,Oberlauterbach,Rural à habitat dispersé
67347,Obermodern-Zutzendorf,Bourgs ruraux
67348,Obernai,Centres urbains intermédiaires
67349,Oberrœdern,Bourgs ruraux
67350,Oberschaeffolsheim,Ceintures urbaines
67351,Seebach,Bourgs ruraux
67352,Obersoultzbach,Rural à habitat dispersé
67353,Obersteinbach,Rural à habitat dispersé
67354,Odratzheim,Bourgs ruraux
67355,Oermingen,Bourgs ruraux
67356,Offendorf,Petites villes
67358,Offwiller,Bourgs ruraux
67359,Ohlungen,Ceintures urbaines
67360,Ohnenheim,Bourgs ruraux
67361,Olwisheim,Rural à habitat dispersé
67362,Orschwiller,Ceintures urbaines
67363,Osthoffen,Bourgs ruraux
67364,Osthouse,Ceintures urbaines
67365,Ostwald,Grands centres urbains
67366,Ottersthal,Ceintures urbaines
67367,Otterswiller,Ceintures urbaines
67368,Ottrott,Bourgs ruraux
67369,Ottwiller,Rural à habitat dispersé
67370,Petersbach,Bourgs ruraux
67371,La Petite-Pierre,Rural à habitat dispersé
67372,Val-de-Moder,Petites villes
67373,Pfalzweyer,Rural à habitat dispersé
67375,Pfulgriesheim,Ceintures urbaines
67377,Plaine,Rural à habitat dispersé
67378,Plobsheim,Ceintures urbaines
67379,Preuschdorf,Bourgs ruraux
67380,Printzheim,Rural à habitat dispersé
67381,Puberg,Rural à habitat dispersé
67382,Quatzenheim,Bourgs ruraux
67383,Rangen,Rural à habitat dispersé
67384,Ranrupt,Rural à habitat très dispersé
67385,Ratzwiller,Rural à habitat dispersé
67386,Rauwiller,Rural à habitat dispersé
67387,Reichsfeld,Rural à habitat dispersé
67388,Reichshoffen,Petites villes
67389,Reichstett,Ceintures urbaines
67391,Reinhardsmunster,Rural à habitat dispersé
67392,Reipertswiller,Rural à habitat dispersé
67394,Retschwiller,Rural à habitat dispersé
67395,Reutenbourg,Rural à habitat dispersé
67396,Rexingen,Rural à habitat dispersé
67397,Rhinau,Bourgs ruraux
67398,Richtolsheim,Rural à habitat dispersé
67400,Riedseltz,Bourgs ruraux
67401,Rimsdorf,Rural à habitat dispersé
67403,Ringendorf,Rural à habitat dispersé
67404,Rittershoffen,Bourgs ruraux
67405,Rœschwoog,Bourgs ruraux
67406,Rohr,Rural à habitat dispersé
67407,Rohrwiller,Bourgs ruraux
67408,Romanswiller,Rural à habitat dispersé
67409,Roppenheim,Bourgs ruraux
67410,Rosenwiller,Bourgs ruraux
67411,Rosheim,Ceintures urbaines
67412,Rossfeld,Bourgs ruraux
67413,Rosteig,Rural à habitat dispersé
67414,Rothau,Petites villes
67415,Rothbach,Rural à habitat dispersé
67416,Rott,Rural à habitat dispersé
67417,Rottelsheim,Rural à habitat dispersé
67418,Rountzenheim-Auenheim,Bourgs ruraux
67420,Russ,Bourgs ruraux
67421,Saales,Bourgs ruraux
67422,Saasenheim,Bourgs ruraux
67423,Saessolsheim,Rural à habitat dispersé
67424,Saint-Blaise-la-Roche,Rural à habitat dispersé
67425,Saint-Jean-Saverne,Ceintures urbaines
67426,Saint-Martin,Bourgs ruraux
67427,Saint-Maurice,Rural à habitat dispersé
67428,Saint-Nabor,Bourgs ruraux
67429,Saint-Pierre,Bourgs ruraux
67430,Saint-Pierre-Bois,Rural à habitat dispersé
67432,Salmbach,Bourgs ruraux
67433,Sand,Ceintures urbaines
67434,Sarre-Union,Bourgs ruraux
67435,Sarrewerden,Rural à habitat dispersé
67436,Saulxures,Rural à habitat dispersé
67437,Saverne,Centres urbains intermédiaires
67438,Schaeffersheim,Ceintures urbaines
67440,Schaffhouse-près-Seltz,Rural à habitat dispersé
67441,Schalkendorf,Rural à habitat dispersé
67442,Scharrachbergheim-Irmstett,Bourgs ruraux
67443,Scheibenhard,Bourgs ruraux
67444,Scherlenheim,Rural à habitat dispersé
67445,Scherwiller,Bourgs ruraux
67446,Schillersdorf,Rural à habitat dispersé
67447,Schiltigheim,Grands centres urbains
67448,Schirmeck,Petites villes
67449,Schirrhein,Bourgs ruraux
67450,Schirrhoffen,Bourgs ruraux
67451,Schleithal,Bourgs ruraux
67452,Schnersheim,Bourgs ruraux
67453,Schœnau,Rural à habitat dispersé
67454,Schœnbourg,Rural à habitat dispersé
67455,Schœnenbourg,Rural à habitat dispersé
67456,Schopperten,Rural à habitat dispersé
67458,Schweighouse-sur-Moder,Ceintures urbaines
67459,Schwenheim,Bourgs ruraux
67460,Schwindratzheim,Petites villes
67461,Schwobsheim,Rural à habitat dispersé
67462,Sélestat,Centres urbains intermédiaires
67463,Seltz,Bourgs ruraux
67464,Sermersheim,Bourgs ruraux
67465,Sessenheim,Bourgs ruraux
67466,Siegen,Rural à habitat dispersé
67467,Siewiller,Rural à habitat dispersé
67468,Siltzheim,Bourgs ruraux
67470,Solbach,Rural à habitat dispersé
