insee_com,lib_com,niveau_centralite
02297,Étrépilly,Communes non centre
02298,Étreux,Centre local d'équipements et de services
02299,Évergnicourt,Communes non centre
02302,Faverolles,Communes non centre
02303,Fayet,Centre local d'équipements et de services
02304,La Fère,Centre intermédiaire d'équipements et de services
02305,Fère-en-Tardenois,Centre intermédiaire d'équipements et de services
02306,La Ferté-Chevresis,Communes non centre
02307,La Ferté-Milon,Centre local d'équipements et de services
02308,Fesmy-le-Sart,Communes non centre
02309,Festieux,Communes non centre
02310,Fieulaine,Communes non centre
02312,La Flamengrie,Communes non centre
02313,Flavigny-le-Grand-et-Beaurain,Communes non centre
02315,Flavy-le-Martel,Centre local d'équipements et de services
02316,Fleury,Communes non centre
02317,Fluquières,Communes non centre
02318,Folembray,Centre local d'équipements et de services
02319,Fonsomme,Communes non centre
02320,Fontaine-lès-Clercs,Communes non centre
02321,Fontaine-lès-Vervins,Centre local d'équipements et de services
02322,Fontaine-Notre-Dame,Communes non centre
02323,Fontaine-Uterte,Communes non centre
02324,Fontenelle,Communes non centre
02326,Fontenoy,Communes non centre
02327,Foreste,Communes non centre
02328,Fossoy,Communes non centre
02329,Fourdrain,Communes non centre
02330,Francilly-Selency,Communes non centre
02331,Franqueville,Communes non centre
02332,Fresnes-en-Tardenois,Communes non centre
02333,Fresnes-sous-Coucy,Communes non centre
02334,Fresnoy-le-Grand,Centre intermédiaire d'équipements et de services
02335,Fressancourt,Communes non centre
02336,Frières-Faillouël,Communes non centre
02337,Froidestrées,Communes non centre
02338,Froidmont-Cohartille,Communes non centre
02339,Gandelu,Communes non centre
02340,Gauchy,Centre intermédiaire d'équipements et de services
02341,Gercy,Communes non centre
02342,Gergny,Communes non centre
02343,Germaine,Communes non centre
02345,Gibercourt,Communes non centre
02346,Gizy,Communes non centre
02347,Gland,Communes non centre
02349,Goudelancourt-lès-Berrieux,Communes non centre
02350,Goudelancourt-lès-Pierrepont,Communes non centre
02351,Goussancourt,Communes non centre
02352,Gouy,Communes non centre
02353,Grandlup-et-Fay,Communes non centre
02354,Grandrieux,Communes non centre
02355,Gricourt,Communes non centre
02356,Grisolles,Communes non centre
02357,Gronard,Communes non centre
02358,Grougis,Communes non centre
02359,Grugies,Communes non centre
02360,Villeneuve-sur-Aisne,Centre intermédiaire d'équipements et de services
02361,Guise,Centre structurant d'équipements et de services
02362,Guivry,Communes non centre
02363,Guny,Communes non centre
02364,Guyencourt,Communes non centre
02366,Hannapes,Communes non centre
02367,Happencourt,Communes non centre
02368,Haramont,Communes non centre
02369,Harcigny,Communes non centre
02370,Hargicourt,Communes non centre
02371,Harly,Centre local d'équipements et de services
02372,Hartennes-et-Taux,Communes non centre
02373,Hary,Communes non centre
02374,Lehaucourt,Communes non centre
02375,Hautevesnes,Communes non centre
02376,Hauteville,Communes non centre
02377,Haution,Communes non centre
02378,La Hérie,Communes non centre
02379,Le Hérie-la-Viéville,Communes non centre
02380,Hinacourt,Communes non centre
02381,Hirson,Centre structurant d'équipements et de services
02382,Holnon,Centre local d'équipements et de services
02383,Homblières,Centre local d'équipements et de services
02384,Houry,Communes non centre
02385,Housset,Communes non centre
02386,Iron,Communes non centre
02387,Itancourt,Communes non centre
02388,Iviers,Communes non centre
02389,Jaulgonne,Centre local d'équipements et de services
02390,Jeancourt,Communes non centre
02391,Jeantes,Communes non centre
02392,Joncourt,Communes non centre
02393,Jouaignes,Communes non centre
02395,Jumencourt,Communes non centre
02396,Jumigny,Communes non centre
02397,Jussy,Centre local d'équipements et de services
02398,Juvigny,Communes non centre
02399,Juvincourt-et-Damary,Communes non centre
02400,Laffaux,Communes non centre
02401,Laigny,Communes non centre
02402,Lanchy,Communes non centre
02403,Landifay-et-Bertaignemont,Communes non centre
02404,Landouzy-la-Cour,Communes non centre
02405,Landouzy-la-Ville,Communes non centre
02406,Landricourt,Communes non centre
02407,Laniscourt,Communes non centre
02408,Laon,Centre majeur d'équipements et de services
02409,Lappion,Communes non centre
02410,Largny-sur-Automne,Communes non centre
02411,Latilly,Communes non centre
02412,Launoy,Communes non centre
02413,Laval-en-Laonnois,Communes non centre
02414,Lavaqueresse,Communes non centre
02415,Laversine,Communes non centre
02416,Lemé,Communes non centre
02417,Lempire,Communes non centre
02418,Lerzy,Communes non centre
02419,Leschelle,Communes non centre
02420,Lesdins,Communes non centre
02421,Lesges,Communes non centre
02422,Lesquielles-Saint-Germain,Communes non centre
02423,Leuilly-sous-Coucy,Communes non centre
02424,Leury,Communes non centre
02425,Leuze,Communes non centre
02426,Levergies,Communes non centre
02427,Lhuys,Communes non centre
02428,Licy-Clignon,Communes non centre
02429,Lierval,Communes non centre
02430,Liesse-Notre-Dame,Centre local d'équipements et de services
02431,Liez,Communes non centre
02432,Limé,Communes non centre
02433,Lislet,Communes non centre
02435,Logny-lès-Aubenton,Communes non centre
02438,Longpont,Communes non centre
02439,Les Septvallons,Communes non centre
02440,Lor,Communes non centre
02441,Louâtre,Communes non centre
02442,Loupeigne,Communes non centre
02443,Lucy-le-Bocage,Communes non centre
02444,Lugny,Communes non centre
02445,Luzoir,Communes non centre
02446,Ly-Fontaine,Communes non centre
02447,Maast-et-Violaine,Communes non centre
02448,Mâchecourt,Communes non centre
02449,Macogny,Communes non centre
02450,Macquigny,Communes non centre
02451,Magny-la-Fosse,Communes non centre
02452,Maissemy,Communes non centre
02453,Maizy,Communes non centre
02454,La Malmaison,Communes non centre
02455,Malzy,Communes non centre
02456,Manicamp,Communes non centre
02457,Marchais,Communes non centre
02458,Dhuys et Morin-en-Brie,Communes non centre
02459,Marcy,Communes non centre
02460,Marcy-sous-Marle,Communes non centre
02461,Marest-Dampcourt,Communes non centre
02462,Mareuil-en-Dôle,Communes non centre
02463,Marfontaine,Communes non centre
02464,Margival,Communes non centre
02465,Marigny-en-Orxois,Communes non centre
02466,Marizy-Sainte-Geneviève,Communes non centre
02467,Marizy-Saint-Mard,Communes non centre
02468,Marle,Centre intermédiaire d'équipements et de services
02469,Marly-Gomont,Centre local d'équipements et de services
02470,Martigny,Communes non centre
02471,Martigny-Courpierre,Communes non centre
02472,Mauregny-en-Haye,Communes non centre
02473,Mayot,Communes non centre
02474,Mennessis,Communes non centre
02476,Mennevret,Communes non centre
02477,Mercin-et-Vaux,Centre local d'équipements et de services
02478,Merlieux-et-Fouquerolles,Communes non centre
02480,Mesbrecourt-Richecourt,Communes non centre
02481,Mesnil-Saint-Laurent,Communes non centre
02482,Meurival,Communes non centre
02483,Mézières-sur-Oise,Communes non centre
02484,Mézy-Moulins,Communes non centre
02485,Missy-aux-Bois,Communes non centre
02486,Missy-lès-Pierrepont,Communes non centre
02487,Missy-sur-Aisne,Communes non centre
02488,Molain,Communes non centre
02489,Molinchart,Communes non centre
02490,Monampteuil,Communes non centre
02491,Monceau-le-Neuf-et-Faucouzy,Communes non centre
02492,Monceau-lès-Leups,Communes non centre
02493,Monceau-le-Waast,Communes non centre
02494,Monceau-sur-Oise,Communes non centre
02495,Mondrepuis,Communes non centre
02496,Monnes,Communes non centre
02497,Mons-en-Laonnois,Centre local d'équipements et de services
02498,Montaigu,Communes non centre
02499,Montbavin,Communes non centre
02500,Montbrehain,Centre local d'équipements et de services
02501,Montchâlons,Communes non centre
02502,Montcornet,Centre intermédiaire d'équipements et de services
02503,Mont-d'Origny,Communes non centre
02504,Montescourt-Lizerolles,Centre local d'équipements et de services
02505,Montfaucon,Communes non centre
02506,Montgobert,Communes non centre
02507,Montgru-Saint-Hilaire,Communes non centre
02508,Monthenault,Communes non centre
02509,Monthiers,Communes non centre
02510,Monthurel,Communes non centre
02511,Montigny-en-Arrouaise,Communes non centre
02512,Montigny-l'Allier,Communes non centre
02513,Montigny-le-Franc,Communes non centre
02514,Montigny-Lengrain,Communes non centre
02515,Montigny-lès-Condé,Communes non centre
02516,Montigny-sous-Marle,Communes non centre
02517,Montigny-sur-Crécy,Communes non centre
02518,Montlevon,Communes non centre
02519,Montloué,Communes non centre
02520,Mont-Notre-Dame,Communes non centre
02521,Montreuil-aux-Lions,Centre local d'équipements et de services
02522,Mont-Saint-Jean,Communes non centre
02523,Mont-Saint-Martin,Communes non centre
02524,Mont-Saint-Père,Communes non centre
02525,Morcourt,Communes non centre
02526,Morgny-en-Thiérache,Communes non centre
02527,Morsain,Communes non centre
02528,Mortefontaine,Communes non centre
02529,Mortiers,Communes non centre
02530,Moulins,Communes non centre
02531,Moussy-Verneuil,Communes non centre
02532,Moÿ-de-l'Aisne,Centre local d'équipements et de services
02533,Muret-et-Crouttes,Communes non centre
02534,Muscourt,Communes non centre
02535,Nampcelles-la-Cour,Communes non centre
02536,Nampteuil-sous-Muret,Communes non centre
02537,Nanteuil-la-Fosse,Communes non centre
02538,Nanteuil-Notre-Dame,Communes non centre
02539,Nauroy,Communes non centre
02540,Nesles-la-Montagne,Communes non centre
02541,Neufchâtel-sur-Aisne,Communes non centre
02542,Neuflieux,Communes non centre
02543,Neuilly-Saint-Front,Centre local d'équipements et de services
02544,Neuve-Maison,Communes non centre
02545,La Neuville-Bosmont,Communes non centre
02546,La Neuville-en-Beine,Communes non centre
02547,La Neuville-Housset,Communes non centre
02548,La Neuville-lès-Dorengt,Communes non centre
02549,Neuville-Saint-Amand,Communes non centre
02550,Neuville-sur-Ailette,Communes non centre
02551,Neuville-sur-Margival,Communes non centre
02552,Neuvillette,Communes non centre
02553,Nizy-le-Comte,Communes non centre
02554,Nogentel,Communes non centre
02555,Nogent-l'Artaud,Centre local d'équipements et de services
02556,Noircourt,Communes non centre
02557,Noroy-sur-Ourcq,Communes non centre
02558,Le Nouvion-en-Thiérache,Centre intermédiaire d'équipements et de services
02559,Nouvion-et-Catillon,Communes non centre
02560,Nouvion-le-Comte,Communes non centre
02561,Nouvion-le-Vineux,Communes non centre
02562,Nouvron-Vingré,Communes non centre
02563,Noyales,Communes non centre
02564,Bernoy-le-Château,Communes non centre
02565,Œuilly,Communes non centre
02566,Ognes,Centre local d'équipements et de services
02567,Ohis,Communes non centre
02568,Oigny-en-Valois,Communes non centre
02569,Oisy,Communes non centre
02570,Ollezy,Communes non centre
02571,Omissy,Communes non centre
02572,Orainville,Communes non centre
02573,Orgeval,Communes non centre
02574,Origny-en-Thiérache,Centre local d'équipements et de services
02575,Origny-Sainte-Benoite,Centre local d'équipements et de services
02576,Osly-Courtil,Communes non centre
02577,Ostel,Communes non centre
02578,Oulches-la-Vallée-Foulon,Communes non centre
02579,Oulchy-la-Ville,Communes non centre
02580,Oulchy-le-Château,Centre local d'équipements et de services
02581,Paars,Communes non centre
02582,Paissy,Communes non centre
02583,Pancy-Courtecon,Communes non centre
02584,Papleux,Communes non centre
02585,Parcy-et-Tigny,Communes non centre
02586,Parfondeval,Communes non centre
02587,Parfondru,Communes non centre
02588,Pargnan,Communes non centre
02589,Pargny-et-Filain,Communes non centre
02590,Pargny-la-Dhuys,Communes non centre
02591,Pargny-les-Bois,Communes non centre
02592,Parpeville,Communes non centre
02593,Pasly,Communes non centre
02594,Passy-en-Valois,Communes non centre
02595,Passy-sur-Marne,Communes non centre
02596,Pavant,Communes non centre
02598,Pernant,Communes non centre
02599,Pierremande,Communes non centre
02600,Pierrepont,Communes non centre
02601,Pignicourt,Communes non centre
02602,Pinon,Centre local d'équipements et de services
02604,Pithon,Communes non centre
02605,Pleine-Selve,Communes non centre
02606,Le Plessier-Huleu,Communes non centre
02607,Ploisy,Communes non centre
02608,Plomion,Communes non centre
02609,Ployart-et-Vaurseine,Communes non centre
02610,Pommiers,Communes non centre
02612,Pont-Arcy,Communes non centre
02613,Pontavert,Communes non centre
02614,Pontru,Communes non centre
02615,Pontruet,Communes non centre
02616,Pont-Saint-Mard,Communes non centre
02617,Pouilly-sur-Serre,Communes non centre
02618,Prémont,Communes non centre
02619,Prémontré,Communes non centre
02620,Presles-et-Boves,Communes non centre
02621,Presles-et-Thierny,Communes non centre
02622,Priez,Communes non centre
02623,Prisces,Communes non centre
02624,Proisy,Communes non centre
02625,Proix,Communes non centre
02626,Prouvais,Communes non centre
02627,Proviseux-et-Plesnoy,Communes non centre
02628,Puiseux-en-Retz,Communes non centre
02629,Puisieux-et-Clanlieu,Communes non centre
02631,Quierzy,Communes non centre
02632,Quincy-Basse,Communes non centre
02633,Quincy-sous-le-Mont,Communes non centre
02634,Raillimont,Communes non centre
02635,Ramicourt,Communes non centre
02636,Regny,Communes non centre
02637,Remaucourt,Communes non centre
02638,Remies,Communes non centre
02639,Remigny,Communes non centre
02640,Renansart,Communes non centre
02641,Renneval,Communes non centre
